订单编号,顾客ID,商品ID,购买时间,购买数量,商品价格
A4BHM82SMT,CUST55155,PROD04970,2024-02-04 06:33:40,5,537.79
HUGMBGN9U0,CUST62291,PROD15833,2024-03-30 02:54:00,8,423.76
7437H11269,CUST02820,PROD87510,2024-11-08 02:08:53,2,309.82
G8CBROOJ70,CUST87944,PROD27235,2024-01-19 01:22:29,9,730.48
UFWA1SA1ZV,CUST15419,PROD00648,2024-01-22 13:54:28,2,375.42
NIN5FQISOR,CUST10194,PROD09566,2024-11-11 14:00:08,1,848.57
7Y61MKMFSS,CUST26090,PROD22013,2024-01-11 18:33:12,2,786.54
TE16E3B92K,CUST81010,PROD17682,2024-09-11 11:52:30,7,843.12
3BBUZXGIIO,CUST93732,PROD67943,2023-12-31 21:24:27,6,690.45
7L36GHDWU6,CUST20393,PROD01259,2024-08-21 18:11:59,4,101.83
XZHOSS8XVY,CUST18316,PROD68993,2024-07-11 17:32:26,5,546.07
ICGQEUWYT6,CUST28353,PROD90342,2023-12-28 06:37:49,5,999.83
SUD6R4UQML,CUST07880,PROD64458,2024-05-04 02:24:21,10,398.8
GVSAO6FNKT,CUST82004,PROD25333,2024-05-11 09:56:08,4,750.27
CMKHYEAV74,CUST63358,PROD50448,2024-09-21 05:58:17,1,143.62
R3RNRMLJGG,CUST91715,PROD12499,2024-02-22 18:17:21,2,353.71
1YVIZ0IZ60,CUST67187,PROD70831,2024-06-24 06:57:54,7,260.66
XKGNKELFLA,CUST91121,PROD01421,2024-03-25 05:06:57,3,292.69
1JF62KCTDN,CUST79414,PROD07179,2024-02-24 05:41:32,2,246.08
RA468LTOL4,CUST02537,PROD31873,2024-10-29 04:10:53,8,328.73
53UHOZU42N,CUST65372,PROD88981,2024-02-12 20:18:54,4,450.28
36PCLRVV30,CUST30326,PROD88325,2024-01-18 16:25:21,9,237.18
45C1YPH7BX,CUST31749,PROD21950,2024-07-19 15:54:58,1,398.98
HYQ2PPGOEV,CUST04970,PROD81970,2024-01-14 16:19:17,6,725.62
33CC99M6JW,CUST42267,PROD27736,2024-10-15 17:53:34,4,533.75
KZM905UWW3,CUST86471,PROD15292,2024-07-02 04:41:00,5,777.5
ECW8DYH7FU,CUST50356,PROD06472,2023-12-23 13:19:37,6,205.31
W0OZ04XF37,CUST07260,PROD93412,2024-05-11 22:02:04,6,211.63
R85DGSAQ9Z,CUST59139,PROD01588,2024-07-22 02:40:40,4,663.4
W09OPXQGM9,CUST12218,PROD94588,2023-11-25 00:28:49,7,898.75
65W6SZI7AO,CUST02008,PROD87468,2024-07-06 09:29:40,1,486.07
I83FWQD0W7,CUST37137,PROD29959,2024-08-06 19:43:43,8,175.0
84R8AVQGKI,CUST67640,PROD01527,2024-08-11 18:41:51,5,353.27
RP97DCOJ2O,CUST49723,PROD43701,2024-05-25 13:44:27,2,240.13
29BJ564Z2I,CUST30666,PROD89184,2024-07-11 02:18:10,9,81.0
NQWQNF1PTE,CUST87811,PROD23155,2023-12-31 12:50:03,6,57.2
ZQSPR9NQE6,CUST24128,PROD97958,2024-06-17 12:14:15,9,87.75
51Z6L6NJZJ,CUST92413,PROD49663,2024-05-15 00:38:19,1,988.83
YHISCM7P87,CUST04369,PROD66559,2023-11-19 03:00:55,3,136.74
TLDU0NAU51,CUST56127,PROD45323,2024-08-20 23:33:48,9,632.02
9GBPTXBM5J,CUST14201,PROD16946,2024-07-29 23:57:39,6,585.22
RM5QZIBRCG,CUST09519,PROD40884,2024-01-21 06:45:14,9,531.72
Q0JI2GIKC5,CUST33978,PROD66430,2024-06-29 12:41:09,5,437.04
N8NJE501VU,CUST97643,PROD39449,2024-09-08 10:32:45,10,837.25
AGCGU9CUE1,CUST94647,PROD18751,2024-02-20 12:59:33,5,722.83
JNXOJQ2BTS,CUST14799,PROD08327,2024-08-09 08:42:35,4,235.13
YIF7PDEPLM,CUST01206,PROD99372,2024-05-07 13:16:59,7,875.61
D8QAB4PZWD,CUST02948,PROD01474,2023-11-20 06:12:36,4,721.96
Q45BVIT5BX,CUST65637,PROD83357,2024-07-05 13:34:42,9,189.63
DLQP73YMS7,CUST89460,PROD51745,2024-02-29 19:04:52,2,863.15
G9UIE7EL5X,CUST33295,PROD94885,2024-11-15 08:48:13,9,892.36
R463CRSPMY,CUST86443,PROD32451,2024-10-20 21:09:20,9,191.83
GOW03WFPFO,CUST63035,PROD48112,2024-07-21 11:09:31,3,15.73
5VRVQ9YJXJ,CUST83976,PROD59818,2024-08-25 07:48:10,1,938.27
1S613LG7DF,CUST50156,PROD55351,2023-12-26 10:20:42,8,795.9
VIGINEY88E,CUST52225,PROD70555,2024-10-09 06:21:22,4,911.68
5CFXVBG1MT,CUST21475,PROD51290,2023-12-08 14:40:13,5,281.67
K6QP86SLBH,CUST82063,PROD71339,2024-04-29 18:20:07,6,509.62
049A2LIZFY,CUST27140,PROD04214,2024-10-11 13:42:50,9,641.65
ROCD74QS79,CUST08051,PROD46078,2023-12-08 16:15:27,3,24.5
4WDHKDEAL1,CUST91209,PROD70233,2024-03-16 04:33:15,8,702.13
HNBCT809FB,CUST88894,PROD07652,2023-12-28 01:32:24,9,657.77
U96G9I60YD,CUST24402,PROD06222,2024-05-18 12:11:01,7,878.65
QY6A35I5MC,CUST53040,PROD52009,2024-07-12 21:47:08,7,497.89
VCC1XDU6KX,CUST10274,PROD10002,2024-01-04 05:13:59,9,925.5
4SUP1SGKIP,CUST15255,PROD76367,2024-07-02 09:26:10,7,916.9
UF5WBGX4ZU,CUST69170,PROD44684,2024-08-04 07:57:03,9,292.18
5U3SLEDL1I,CUST67231,PROD63837,2024-06-27 22:51:41,5,927.99
0C5ZVP943E,CUST02161,PROD07553,2024-10-27 11:47:03,5,187.11
ZZMIUBHF76,CUST46456,PROD57791,2024-09-16 16:45:43,6,347.42
OVD3UCJUM3,CUST33363,PROD33669,2024-01-06 16:09:26,7,276.53
1JQWXT0ERU,CUST62645,PROD06282,2023-12-12 23:26:12,10,623.06
D4MU9EYUJO,CUST67487,PROD61314,2024-05-25 18:44:50,4,730.29
1DPY5PTIN2,CUST70156,PROD95537,2024-10-25 15:42:08,6,501.3
4QFXUW02L3,CUST29166,PROD72187,2024-08-10 10:20:02,9,316.26
1M26U1N2QI,CUST21802,PROD76837,2024-08-13 21:54:31,6,495.96
J4U6X0FBMM,CUST06120,PROD33310,2024-05-24 22:39:28,6,159.16
96APYH2NE8,CUST01483,PROD31092,2024-05-23 14:19:51,3,589.59
4AVJ9QPXCA,CUST41222,PROD70790,2024-09-30 11:17:07,4,176.28
H384POLI6N,CUST36110,PROD92751,2024-03-13 15:54:27,8,319.02
PH7E7SJ3YN,CUST05377,PROD97910,2024-05-21 05:07:12,8,917.45
UHSSM5E1K8,CUST38476,PROD46513,2024-01-20 10:25:00,3,168.48
5UZPCLT0X9,CUST74768,PROD02459,2024-04-03 03:14:49,6,352.13
4WRXHDIGZ0,CUST04701,PROD27698,2024-02-23 15:49:03,6,364.19
N8P8MPULQH,CUST21123,PROD01463,2024-08-22 17:59:53,8,938.77
L7RHTDXR0O,CUST89991,PROD86233,2023-12-22 18:48:53,2,945.33
9GHFBUKGIK,CUST84543,PROD54945,2024-10-30 18:14:22,9,687.47
ECOBWMY1DQ,CUST24992,PROD99441,2024-08-21 06:33:54,6,599.43
8MRZTP513V,CUST65414,PROD11668,2024-07-17 05:40:13,7,456.49
TVTU2O36A9,CUST93507,PROD24566,2024-09-16 01:29:09,3,881.32
CZ43V87FKL,CUST03632,PROD89672,2024-01-22 15:44:05,2,778.67
OANH01L9PA,CUST55462,PROD60630,2024-01-05 21:37:44,10,777.64
V2227L3RQD,CUST22513,PROD96438,2024-05-15 11:02:43,10,804.35
HXYKZEV6E3,CUST28773,PROD10096,2024-06-26 08:44:27,3,781.09
EMPCUWR9YS,CUST44625,PROD63220,2024-07-28 01:47:52,9,596.33
UTBKQFHR1S,CUST53325,PROD31896,2024-03-02 02:09:52,1,905.18
PMUKNVGRJF,CUST04782,PROD17724,2024-09-02 04:31:51,7,891.05
BG5S4E9RQH,CUST32174,PROD07830,2024-10-10 06:11:38,8,726.85
BVNLUAAT8G,CUST76815,PROD24050,2024-10-08 02:09:49,7,470.13
DL5T1XUJVF,CUST90298,PROD97381,2024-06-02 14:25:25,3,128.43
T21FA36HUN,CUST73687,PROD21214,2023-12-26 22:43:13,1,683.09
3D9UHKHXYG,CUST98145,PROD35480,2023-12-10 06:07:05,4,163.09
Z5QV4TQPBI,CUST56900,PROD61889,2024-01-14 12:27:00,10,469.46
PIUQY3LKBR,CUST10752,PROD85637,2024-06-10 21:35:02,6,211.5
QRIP2HRWB8,CUST95695,PROD00420,2024-03-15 22:12:42,1,423.04
G5WGFDG4WM,CUST91417,PROD46636,2024-05-25 03:05:00,1,656.93
F2BLHMBYOM,CUST86267,PROD07805,2024-10-25 02:08:15,8,284.75
NVRAWOUTDO,CUST63017,PROD77231,2024-10-14 06:42:05,7,447.85
FYGCB0JL9I,CUST90672,PROD15126,2024-06-22 18:17:21,2,809.85
53JILLYDHO,CUST31411,PROD17227,2024-10-15 10:39:45,9,969.01
6FYYR0YDIO,CUST95402,PROD46954,2024-07-10 22:45:19,7,67.58
J9GTQQ7E3M,CUST44923,PROD26684,2024-09-09 00:09:47,5,732.08
PL8TZMZJP7,CUST60876,PROD52375,2024-01-20 20:21:41,10,474.85
F9KWD4UO7H,CUST10773,PROD58936,2024-09-20 03:54:23,8,581.11
5NABVM5QRW,CUST66274,PROD13717,2023-12-13 07:22:17,7,497.2
5PIC40ESL0,CUST29066,PROD35790,2024-04-21 19:16:38,6,363.17
VCM4JRYW4R,CUST06618,PROD31199,2024-08-20 14:43:20,2,647.07
Z5ML3ODQOK,CUST77235,PROD44927,2024-04-08 04:20:25,9,311.74
S3WMYNIK65,CUST67443,PROD96695,2023-12-07 17:00:16,4,806.65
9K19VADI4A,CUST56944,PROD64110,2024-02-13 14:11:23,10,710.24
B9Q3TSOA2I,CUST40188,PROD14778,2023-11-26 17:50:04,7,468.64
M58VHV0OZX,CUST06577,PROD61422,2024-10-15 03:26:44,9,790.03
M518ANAM2N,CUST92933,PROD06078,2024-01-11 02:30:10,7,286.25
S6ZD09D3VD,CUST37378,PROD26584,2024-07-24 06:42:51,4,662.84
T1MCC991AD,CUST46701,PROD08570,2024-10-13 15:10:54,9,338.67
JSEOEERXXT,CUST71066,PROD48745,2024-05-24 21:46:03,3,843.46
1WSAIIU2J3,CUST33626,PROD39545,2024-01-23 03:39:08,10,737.21
2D5034XIUM,CUST01722,PROD37247,2024-04-06 19:41:53,6,493.66
BZU7KR420Q,CUST70645,PROD33129,2024-10-12 11:17:37,10,386.19
N6HJ9SRODL,CUST38491,PROD83145,2024-10-17 01:56:05,9,335.56
8SZVPLTTKP,CUST12991,PROD17812,2024-08-08 02:05:02,6,225.25
UK5NEUW5Z4,CUST19397,PROD45758,2024-03-20 11:58:31,5,854.98
WJOINXXNG2,CUST37938,PROD81761,2024-07-15 20:12:12,8,531.8
DFG8PNY59B,CUST08114,PROD00401,2024-05-25 06:29:04,10,331.78
OHNTV4WVOU,CUST49050,PROD44974,2024-07-12 19:26:07,8,658.96
YI4LEHA7Z4,CUST19945,PROD51505,2024-09-30 13:16:38,8,775.76
LBDJLBQIIS,CUST39236,PROD22557,2024-04-04 21:37:27,7,636.31
SQVI7VWY0N,CUST00566,PROD72778,2024-02-04 18:07:13,9,349.93
H3DPZGJPVN,CUST60958,PROD20173,2024-10-17 12:38:58,5,278.06
D7JQ58XU39,CUST24075,PROD61808,2024-08-24 09:39:10,9,642.87
FCRKWKYP0T,CUST56161,PROD26315,2024-03-14 23:37:06,6,99.92
9XCMT1BW2C,CUST55458,PROD34765,2023-12-16 14:49:27,8,146.19
POOKC2U18F,CUST41538,PROD65527,2024-06-07 20:58:32,8,945.67
0ZDYHIYJKE,CUST18900,PROD38706,2024-05-26 13:00:23,7,291.16
DP4HXY4J46,CUST26483,PROD11954,2024-09-21 16:57:22,1,639.66
70P18UQH38,CUST32068,PROD99863,2024-10-25 09:12:18,8,282.52
XE7IER24D4,CUST53581,PROD26626,2024-02-09 12:16:45,1,555.88
QSCUCJ2LXI,CUST51675,PROD57721,2024-10-25 18:35:57,6,613.46
GDWASQH241,CUST94618,PROD77792,2023-11-26 21:09:40,8,788.39
WR9DVLKOC2,CUST77419,PROD63670,2024-06-20 23:40:17,4,467.32
IA8ZS8GSRM,CUST04525,PROD13774,2024-06-20 03:08:52,7,594.41
LNHM88LME5,CUST21045,PROD39718,2024-10-25 06:03:59,7,164.23
2CRHNKYO1L,CUST45180,PROD30198,2024-10-10 07:43:11,3,664.8
U0DJJJGMBT,CUST17037,PROD77460,2024-03-25 12:57:53,4,231.85
7QG84VZ0NI,CUST99789,PROD34746,2024-04-26 16:35:03,8,463.33
5ZKAJPOVYB,CUST03544,PROD49720,2024-05-08 15:42:40,6,720.53
7PZQBPQNZ8,CUST68964,PROD37459,2024-01-21 02:54:12,2,586.44
B2OQBHIO75,CUST00526,PROD73589,2023-12-02 17:55:12,6,585.86
J0ZOQY9X17,CUST54923,PROD26566,2024-09-03 13:46:50,8,335.77
HDQ2JQBTIR,CUST96421,PROD31129,2024-01-09 01:16:20,5,932.18
LR9BVU67S7,CUST48946,PROD59613,2024-05-20 16:36:47,4,785.27
HJILBV2Z75,CUST81578,PROD95135,2024-02-19 04:47:16,7,492.6
M81NRM2PR4,CUST63345,PROD53863,2024-01-15 03:43:23,9,666.29
TO36XHN4GY,CUST61771,PROD61596,2024-09-24 08:21:02,3,194.56
WEZU5S22K4,CUST23513,PROD13512,2024-04-25 18:39:54,5,83.64
9GYFASIO8W,CUST00131,PROD80254,2024-06-17 02:17:02,6,162.95
LPZTO8C4XK,CUST64160,PROD83251,2024-02-01 23:00:12,4,475.31
3RDQI08UK3,CUST84926,PROD36632,2024-02-29 16:50:29,8,397.1
KNMA9L1DJV,CUST00001,PROD03179,2023-12-26 12:10:21,7,552.82
27FKE03XN6,CUST27681,PROD62062,2024-08-10 00:19:57,4,72.98
Z3WS5B7GJF,CUST73063,PROD09858,2023-12-25 12:04:59,3,514.71
8YU1JF0NEM,CUST82950,PROD29379,2023-11-19 22:29:07,10,205.05
IWCLALDKNP,CUST70837,PROD06709,2024-03-21 22:51:44,4,919.03
F8E7J8SWIV,CUST49632,PROD80578,2023-11-28 07:31:58,1,747.43
JNRA4Z8CRC,CUST99810,PROD55681,2024-11-06 08:15:11,7,474.25
NB3RHB3AQF,CUST41954,PROD60182,2024-09-11 06:06:22,9,679.88
ZG000U6LLE,CUST56152,PROD36813,2024-06-06 22:12:53,6,851.49
RCE3Z3BQ5P,CUST98180,PROD19334,2024-10-26 13:42:28,3,429.82
TF4K5BL0BK,CUST15879,PROD36694,2024-10-17 03:49:03,9,568.16
JAG45BZ6JO,CUST30275,PROD42721,2024-04-07 05:05:45,5,731.84
NXQA1UJWLU,CUST47410,PROD57118,2024-09-23 23:31:37,6,667.48
4J9WKTTFM0,CUST34922,PROD30558,2024-03-10 12:36:47,7,591.65
LNROE7ZUZM,CUST46882,PROD46569,2024-01-03 16:58:10,2,642.61
E04SDW9U1B,CUST52293,PROD68188,2023-11-22 06:30:12,6,910.69
SWN94YVBNR,CUST68808,PROD91819,2024-01-02 22:18:33,6,371.84
QCNM7A6DCE,CUST83999,PROD61770,2024-04-12 14:15:20,9,478.88
BFSNUUYRYP,CUST77009,PROD40791,2024-05-14 14:24:52,8,475.1
3DZEJGEGJZ,CUST74487,PROD86589,2024-05-26 02:18:58,6,932.26
2688PB4HIU,CUST15132,PROD68887,2024-02-14 03:47:15,3,710.89
2R3HKA467Q,CUST81065,PROD08167,2024-07-10 05:44:54,9,73.98
D6BXM7QM60,CUST99996,PROD18118,2024-04-12 15:41:20,1,491.92
EDVN82QG8Y,CUST79302,PROD17740,2024-08-26 19:34:10,5,704.54
BC4QVMEZ5N,CUST94355,PROD24114,2024-04-05 08:59:30,9,945.13
HNCJHR1T36,CUST59295,PROD46743,2024-03-12 00:07:05,2,679.15
6UBOZRYV34,CUST66642,PROD07647,2024-02-29 01:46:40,4,493.43
19DJFG92T6,CUST30815,PROD66117,2024-09-08 17:25:16,5,721.93
4LBKMONR1J,CUST11728,PROD22933,2024-03-17 22:48:46,2,731.45
NDIP2Q36UY,CUST29411,PROD03098,2024-08-06 00:08:52,10,446.75
ME7D0FTQ62,CUST80860,PROD81933,2024-04-08 02:03:07,2,457.83
ZJ8VTX7WFO,CUST30343,PROD44430,2024-08-28 10:29:30,5,453.06
Z2CKKBCAUK,CUST06335,PROD97979,2024-06-03 15:53:40,1,500.65
I61J36DYVI,CUST17616,PROD79559,2024-09-01 02:51:51,2,497.62
U4WYLVOWPW,CUST81908,PROD06344,2024-08-28 20:12:33,9,974.45
152TKGKZBX,CUST42985,PROD45714,2023-11-21 07:51:01,6,394.36
ZP2LIMTN8Z,CUST18357,PROD99619,2024-06-21 21:24:07,2,687.81
UGQNELI8D9,CUST54487,PROD83848,2024-07-21 09:58:08,2,921.95
3LOUJ15V0W,CUST63531,PROD97500,2024-10-16 13:55:49,8,118.06
F2BCZW5ZX4,CUST04788,PROD96807,2024-02-07 16:39:33,2,182.68
LWP8ZE4JML,CUST95460,PROD99871,2024-11-06 05:30:41,10,208.71
XM6LHG4W2B,CUST74443,PROD36392,2024-07-18 14:43:53,2,444.24
IKFHNM9T3E,CUST94750,PROD85396,2024-02-22 03:52:03,10,675.39
7M2QMVOCLK,CUST63793,PROD83074,2024-07-23 04:56:05,2,902.71
DN2T8P7OLB,CUST03253,PROD56084,2024-05-31 19:50:52,7,587.05
BY24LU8QKA,CUST70453,PROD69276,2024-01-19 01:32:01,2,806.92
V34VXMBK35,CUST47922,PROD29617,2024-01-07 12:03:34,8,526.48
7VMI9KOYPF,CUST44757,PROD26587,2024-08-27 22:05:23,5,591.42
71CS0FMPHC,CUST12462,PROD50055,2024-01-09 16:06:31,10,685.1
0CAFWSK6DL,CUST14544,PROD57134,2024-09-07 07:09:21,4,996.34
NTDIWRLQ02,CUST42078,PROD10578,2024-07-16 09:08:12,5,582.66
IV2Z7HNI8L,CUST28241,PROD94235,2024-01-22 07:32:18,9,647.22
B1AR69ALUO,CUST04500,PROD50489,2024-05-03 04:52:33,6,770.87
1N3MPXZT9A,CUST66416,PROD83344,2023-12-30 13:00:48,1,838.47
GODQJWSFBM,CUST89421,PROD46519,2023-11-22 17:35:09,7,550.79
R2AVF00006,CUST07590,PROD36999,2024-09-07 10:05:29,7,919.04
G3PQSJX4FI,CUST37581,PROD77363,2024-08-10 20:02:09,2,741.42
S66RSF9H6Q,CUST03828,PROD33672,2024-07-28 01:38:56,4,875.65
XG1YWXT4VY,CUST90336,PROD59689,2024-03-07 01:35:13,6,890.36
H4I3K8TBBQ,CUST92461,PROD61869,2024-03-12 09:11:52,7,34.15
DTI8K8V127,CUST38819,PROD92763,2023-12-11 20:04:38,6,717.9
W1FBCO79VR,CUST13546,PROD25582,2024-05-20 03:09:54,10,241.11
W6OSR6JFM2,CUST00625,PROD19099,2024-03-24 23:23:14,6,148.0
STD5YAD8KS,CUST68288,PROD79907,2024-02-03 08:49:18,5,110.3
QC5423DVO4,CUST06515,PROD42394,2024-07-31 22:35:06,2,214.98
1J7SIMHF8M,CUST70279,PROD52150,2024-11-08 11:39:01,7,865.57
1K6XHA2E26,CUST48995,PROD00347,2024-05-14 04:49:55,7,68.17
XXRCBLFB4L,CUST74433,PROD42481,2024-08-12 05:10:13,7,29.93
AEQ50YYV4U,CUST35859,PROD97791,2024-08-23 11:52:45,6,120.14
O9F5SN9RNK,CUST30761,PROD04816,2024-09-26 11:09:25,5,235.43
R9GT0HY2YC,CUST85563,PROD87780,2024-02-01 01:17:04,6,151.13
EDVRWK6I71,CUST30607,PROD00099,2023-12-02 08:35:32,7,581.38
8ZJ0DNK4DW,CUST40680,PROD94791,2023-11-17 15:29:26,7,210.72
8GFJBB45K5,CUST63713,PROD08433,2024-05-12 15:24:31,9,879.14
NL80VZQKE9,CUST44506,PROD55732,2024-10-28 07:21:32,9,821.64
ZWJWDTLBA0,CUST88842,PROD08723,2024-01-13 13:24:04,3,53.63
XCCHFGB2YN,CUST83261,PROD25929,2024-09-13 21:08:33,6,222.05
H3NFUNIQFV,CUST59512,PROD88438,2024-06-13 19:32:34,7,752.73
VFNJ23VVOF,CUST57986,PROD48569,2024-06-22 09:19:03,10,537.55
Z25JLDJIIS,CUST07577,PROD91358,2023-12-10 02:06:54,8,509.19
SBQMT1UPEV,CUST98649,PROD80371,2024-03-08 22:49:49,4,74.96
VAZ8M3EQH5,CUST74411,PROD04572,2024-07-10 00:28:41,6,699.67
MUKXS0AD4D,CUST03511,PROD67730,2024-04-06 17:17:06,9,171.2
IJRDISPVHD,CUST10240,PROD45917,2024-08-12 16:14:35,1,460.13
YCMUZFQ7TF,CUST32080,PROD89496,2024-01-11 12:28:42,5,991.95
RZWWEXZ3J4,CUST73901,PROD19481,2024-03-22 16:33:47,8,704.78
BP3AWT8214,CUST94994,PROD83944,2024-08-07 22:45:45,6,657.11
TQIOUT7AI8,CUST38199,PROD58067,2024-10-27 17:04:26,6,474.4
MZRRDC4L0K,CUST67330,PROD38694,2024-06-09 17:13:34,8,899.7
6T4RPXOOU0,CUST36028,PROD32989,2024-07-06 22:54:27,1,100.35
QTV4RS9DPT,CUST95769,PROD91212,2023-12-05 06:57:36,5,586.02
89RA6J09ET,CUST91035,PROD84451,2024-09-10 18:24:14,6,324.03
A97Y70QM0E,CUST93385,PROD55017,2024-08-24 15:42:12,10,898.91
BFUDZFGI7D,CUST80298,PROD27858,2024-03-09 14:49:17,6,864.01
7JXSRGI2F0,CUST22232,PROD97161,2024-11-14 08:05:27,7,22.66
2D6WNHUBVC,CUST04479,PROD61049,2024-06-01 21:41:25,4,641.22
I65PBI5RRA,CUST61726,PROD34231,2024-07-03 18:46:39,7,166.8
DWPUQ4YMHH,CUST31640,PROD69660,2024-11-01 04:01:36,3,508.04
3ZEZ8ZL2JQ,CUST22761,PROD89770,2024-06-16 13:18:19,6,496.79
UATX450896,CUST84096,PROD48960,2024-10-14 18:02:04,10,569.34
UIR1AC967R,CUST49271,PROD12167,2024-09-05 09:00:48,10,240.53
UVF9US1VOO,CUST60750,PROD41533,2024-07-04 00:35:59,2,886.13
3IZKYHF8PX,CUST56516,PROD86379,2024-04-28 00:50:23,6,452.07
VY0AJ1CV83,CUST52662,PROD71758,2024-05-02 15:48:53,6,200.79
TS81H5JSKX,CUST54628,PROD12368,2023-12-05 14:28:37,10,724.45
NOY2N4LQVU,CUST08150,PROD44869,2024-09-17 14:22:58,6,614.37
SQROGHW1US,CUST53977,PROD56722,2024-03-04 00:36:43,1,317.71
QE2SBQEO7A,CUST00838,PROD16665,2024-07-30 02:39:09,10,708.76
JNPVDFS5BN,CUST92776,PROD02672,2024-05-12 18:30:37,9,606.05
M2T9W5RWTZ,CUST55359,PROD64103,2024-05-31 04:59:57,7,219.35
YMW0ZHKMH2,CUST44910,PROD75028,2024-08-07 23:02:05,7,396.41
QVKY47SFXH,CUST14490,PROD06213,2024-07-22 10:27:37,3,530.39
UDEGJ9ADNF,CUST42531,PROD62045,2024-01-06 12:51:27,3,242.41
V23TPJ98D3,CUST12125,PROD38631,2023-12-18 22:11:07,7,399.7
P5INBIK4GL,CUST45987,PROD76834,2023-12-05 19:20:58,9,613.6
4QKWIA3EKV,CUST52095,PROD74127,2024-04-09 15:16:59,5,755.52
20MNAWS7ZO,CUST65186,PROD68279,2024-09-13 13:19:08,1,516.46
30FUE6NDSC,CUST64557,PROD70668,2024-04-11 12:00:24,9,12.22
5SH72IK97G,CUST32286,PROD15483,2024-04-02 10:28:09,10,679.99
2GWNP122WX,CUST87861,PROD76291,2024-11-14 09:37:44,7,757.99
PGUB54O756,CUST07855,PROD48148,2024-04-01 20:01:23,7,904.09
JSPRDGYTDK,CUST84520,PROD23072,2024-07-22 23:16:48,7,904.3
PHDNFSRDM6,CUST90902,PROD54603,2024-08-02 01:20:35,8,750.3
MRM8N5P7ZG,CUST07201,PROD68928,2024-10-11 10:53:14,3,348.83
OFRZ1Y0X3R,CUST37363,PROD34040,2024-09-19 14:52:00,5,784.19
EOFIZJMZN1,CUST45274,PROD90771,2024-05-08 10:09:21,9,751.82
V2UEEJCRAA,CUST18894,PROD46208,2024-06-19 06:31:19,4,179.5
F521RVNDXQ,CUST43248,PROD28698,2024-05-22 11:12:51,10,288.17
1X913PYFW8,CUST77557,PROD48991,2024-03-27 20:38:22,1,43.26
47GSPX53KR,CUST42999,PROD13040,2024-02-22 03:03:00,2,480.81
NG8A62MK6D,CUST34117,PROD49805,2023-12-24 12:58:05,5,628.99
18QIBMKDZ6,CUST76960,PROD33199,2024-11-04 18:58:58,1,586.72
ZBMKIJB3JU,CUST43995,PROD16148,2024-05-05 08:40:10,9,839.51
CV4KVI30ZT,CUST72219,PROD68965,2024-04-10 03:55:34,8,168.05
PQ15ZBOMU2,CUST83071,PROD35307,2024-07-31 16:04:24,2,48.77
MXTL5EXSBU,CUST90003,PROD78426,2024-08-09 13:29:22,8,380.97
D4EHXWGBFD,CUST66382,PROD41942,2024-06-06 09:52:47,1,950.31
E4QI22GIT0,CUST32269,PROD90380,2024-08-02 10:13:40,3,327.6
3VXMEMQCIG,CUST85391,PROD65573,2023-12-03 23:35:06,5,490.93
5IC1EHZVGJ,CUST99644,PROD96413,2024-01-20 10:43:48,7,643.2
ACYKGZVBJR,CUST91176,PROD11216,2023-12-29 04:06:19,9,840.79
KJ980WTUIL,CUST51411,PROD95540,2024-11-08 04:27:47,3,536.93
00XENX2Y89,CUST21087,PROD16117,2024-04-03 04:49:14,7,878.34
E109418GWL,CUST38468,PROD48103,2024-07-04 22:00:54,10,79.07
YEK6GX4FPD,CUST57778,PROD05967,2024-10-30 11:08:11,6,508.54
OOG029RXB5,CUST99399,PROD27506,2024-01-08 08:03:07,3,659.88
RQWHID88DP,CUST49908,PROD99531,2024-08-10 00:07:28,7,709.78
YFG6KT3Y96,CUST02864,PROD62873,2023-12-21 17:50:03,6,876.63
RYYZQ4IXGP,CUST81345,PROD73224,2024-05-04 15:13:25,7,747.73
UCOULC9FY3,CUST39038,PROD35029,2024-09-04 03:14:11,5,503.06
Z6EIKU8Z2V,CUST97722,PROD30515,2023-12-11 18:03:41,6,758.93
1PGN3NKGRZ,CUST34111,PROD71807,2024-08-23 17:51:45,5,492.51
SPT7XRQFP5,CUST10534,PROD08583,2024-09-20 06:49:34,5,208.18
WV8TWGMBVC,CUST82935,PROD73095,2024-05-13 16:11:47,5,841.04
0ELZ598OU4,CUST57250,PROD24905,2024-01-09 02:01:04,6,765.66
DNN7BFO2S4,CUST15733,PROD40866,2024-01-25 22:55:12,3,858.52
721K99F770,CUST74159,PROD13365,2024-09-07 05:45:07,4,138.99
8B8PMP3NHO,CUST81081,PROD60396,2024-06-02 13:46:16,8,268.13
MN7H4SXTRZ,CUST48829,PROD18108,2024-05-18 23:31:31,7,261.66
8TIFBQDUM0,CUST93798,PROD56502,2023-12-13 23:35:29,7,600.9
WRTVOI1DQ6,CUST22964,PROD60454,2024-11-10 22:59:53,6,666.62
1EQ0QDJ0SY,CUST44066,PROD78669,2024-06-22 06:10:04,9,795.62
DKIK2O0N8C,CUST88062,PROD33358,2024-04-29 09:25:50,8,538.12
2BMP2UH7FT,CUST76584,PROD08930,2024-09-03 11:18:13,10,781.87
REH6KPAIGG,CUST86149,PROD03733,2024-03-28 01:33:15,3,207.54
MYM3NS843B,CUST72376,PROD24410,2024-03-03 03:59:01,6,880.27
S9QEEWD8TI,CUST48501,PROD00474,2024-04-06 18:46:46,2,651.84
WRDY3HR465,CUST25519,PROD45504,2024-02-24 08:36:59,2,905.8
